winery,wine,year,calificacion,num_resenas,pais,region,precio,tipo,cuerpo,acidez
Gramona,Savinat Sauvignon Blanc,2019,44,41,Espana,Penedes,179,Sauvignon Blanc,30,30
Veronica Salgado,Capricho Crianza,2017,44,41,Espana,Ribera del Duero,154438025,Ribera del Duero Tinto,50,30
Vinedos Hermanos Hernaiz,Finca La Emperatriz Vinedo Singular Tinto,2017,44,41,Espana,Rioja Alta,3355,Rioja Tinto,40,30
Clos Galena,Galena,2017,44,41,Espana,Priorato,198,Priorat Tinto,40,30
Imperial,Rioja Reserva,1982,44,41,Espana,Rioja,1450,Rioja Tinto,40,30
Osborne,Solera PAP Palo Cortado Rare Sherry,N.V.,44,41,Espana,Jerez-Xeres-Sherry,18999,Jerez,40,30
Bodegas Imperiales - Abadia de San Quirce,Finca Helena,2015,44,40,Espana,Ribera del Duero,599,Ribera del Duero Tinto,50,30
Marta Mate,Primordium,2012,44,40,Espana,Ribera del Duero,299,Ribera del Duero Tinto,50,30
Albet i Noya,Marti Reserva Penedes,2016,44,39,Espana,Penedes,338,Tinto,40,30
Bodegas Mas Alta,La Solana Alta,2018,44,39,Espana,Priorato,435,D.O. Priorato,40,30
Venta Las Vacas,La Cuartilleja Reserva,2016,44,39,Espana,Ribera del Duero,399,Ribera del Duero Tinto,50,30
Emilio Moro,Malleolus de Sanchomartin,2018,44,39,Espana,Ribera del Duero,11935,Ribera del Duero Tinto,50,30
Figuero,Noble,2015,44,38,Espana,Ribera del Duero,600,Ribera del Duero Tinto,50,30
Baigorri,De Garage Rioja,2005,44,37,Espana,Rioja,400,Rioja Tinto,40,30
Pago Calzadilla,Gran Calzadilla,2010,44,37,Espana,Pago Calzadilla,3475,Tinto,40,30
Vivanco,4 Varietales Coleccion Rioja,2017,44,37,Espana,Rioja,240,Rioja Tinto,40,30
Fernandez Gao,Oloroso,N.V.,44,38,Espana,Jerez-Xeres-Sherry,599,Jerez,40,30
Allende,Aurus,1998,44,37,Espana,Rioja,24525,Rioja Tinto,40,30
Toro Albala,Don PX Pedro Ximenez,1973,44,37,Espana,Montilla-Moriles,10976,Pedro Ximenez,50,10
Museum,Numerus Clausus,2012,44,37,Espana,Cigales,599,Tempranillo,40,20
Pujanza,Rioja Cisma,2012,44,37,Espana,Rioja,1305,Rioja Tinto,40,30
Vinicola Real,200 Monges Rioja Seleccion Especial Reserva Blanco,2008,44,36,Espana,Rioja,615,Rioja Blanco,30,30
Toro Albala,Don PX Gran Reserva,1994,44,36,Espana,Montilla-Moriles,3323,Pedro Ximenez,50,10
Castillo Perelada,Emporda Aires de Garbet,2018,44,36,Espana,Emporda,385,Tinto,40,30
Marques de Riscal,Rioja Gran Reserva,1996,44,36,Espana,Rioja,3812,Rioja Tinto,40,30
Harveys,30 Years V.O.R.S Very Old Palo Cortado Blend Medium Sherry,N.V.,44,35,Espana,Jerez Palo Cortado,650,Jerez,40,30
Farina,Campus Gothorum,2017,44,35,Espana,Toro,410,Toro Tinto,50,30
Tinto Pesquera,Gran Reserva,2015,44,35,Espana,Ribera del Duero,745,Ribera del Duero Tinto,50,30
Enric Soler,Nun Vinya dels Taus,2019,44,35,Espana,Penedes,4539,D.O. Penedès,30,30
Galindo San Millan,La Pizca,2016,44,35,Espana,Toro,260,Tinto,40,30
Equipo Navazos,La Bota 90 de Manzanilla Pasada,N.V.,44,35,Espana,Manzanilla,3975,Jerez,40,30
Legaris,Moradillo de Roa,2017,44,35,Espana,Ribera del Duero,2989,Ribera del Duero Tinto,50,30
Bodegas Casa Primicia,Cofradia,2014,44,34,Espana,Rioja,380,Rioja Tinto,40,30
Pujanza,Rioja Cisma,2009,44,34,Espana,Rioja,1324,Rioja Tinto,40,30
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2009,44,34,Espana,Priorato,690,Priorat Tinto,40,30
Castell Miquel,Stairway To Heaven Rosado,2020,44,34,Espana,Mallorca,1399,V.T. Mallorca,30,30
Barco del Corneta,La Silleria,2017,44,34,Espana,Castilla y Leon,245,V.T. Castilla y León,30,40
Joan d'Anguera,Planella,2020,44,34,Espana,Montsant,1625,Montsant Tinto,40,30
Martin Codax,Gallaecia Rias Baixes Albarino,2017,44,34,Espana,Rias Baixas,3995,Albarino,30,30
Tinto Pesquera,Gran Reserva,1994,44,34,Espana,Ribera del Duero,1380,Ribera del Duero Tinto,50,30
Xaloc,Monada,2013,44,33,Espana,Mallorca,354,Tinto,40,30
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2019,44,33,Espana,Valencia,2095,Tinto,40,30
Scala Dei,Heretge Priorat,2018,44,33,Espana,Priorato,3999,Priorat Tinto,40,30
Terra Remota,Usted,2009,44,33,Espana,Emporda,1598,Tinto,40,30
Allende,Martires Rioja,2017,44,33,Espana,Rioja,13963,Rioja Blanco,30,30
Bodegas Frontaura,Verdejo,2017,44,32,Espana,Toro,1997,Verdejo,30,30
Carlos Moro,Vina Garugele,2015,44,32,Espana,Rioja,758,Rioja Tinto,40,30
Bodegas Luis Perez,Petit Verdot,2013,44,32,Espana,Andalucia,525,Tinto,40,30
Ladairo,Barrica,2018,44,32,Espana,Monterrei,2095,Tinto,40,30
Conreria d'Scala Dei,Voltons,2017,44,32,Espana,Priorato,5195,Priorat Tinto,40,30
Castell d'Encus,Ekam Essencia,2015,44,32,Espana,Costers del Segre,4344,DO Costers del Segre,30,30
Traslascuestas,Valcavado de Traslascuestas,2014,44,31,Espana,Ribera del Duero,3548,Ribera del Duero Tinto,50,30
Tobia,Oscar Tobia Gran Reserva Rioja,2014,44,31,Espana,Rioja,280,Rioja Tinto,40,30
Alvaro Palacios,La Baixada,2018,44,31,Espana,Priorato,2395,Priorat Tinto,40,30
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2019,44,31,Espana,Rioja,6061,Rioja Tinto,40,30
Lopez Cristobal,Seleccion,2012,44,31,Espana,Ribera del Duero,3535,Ribera del Duero Tinto,50,30
Codorniu,Cava El Tros Nou Pinot Noir,2009,44,30,Espana,Cava,899,Cava,20,30
Clos Mogador,Manyetes,2018,44,30,Espana,Priorato,7456,Priorat Tinto,40,30
Sota els Angels,Tinto,2007,44,30,Espana,Emporda,334,Tinto,40,30
Berceo,Los Dominios de Berceo Prefiloxerico,2015,44,29,Espana,Rioja,2925,Rioja Tinto,40,30
Romate,Old & Plus Amontillado,N.V.,44,28,Espana,Jerez Amontillado,1584,Jerez,40,30
Toro Albala,Don PX Convento Seleccion,1968,44,28,Espana,Montilla-Moriles,1730,Pedro Ximenez,50,10
Mas Blanch I Jove,Sao Expressiu,2012,44,28,Espana,Costers del Segre,345,Tinto,40,30
Carlos Serres,Onomastica Rioja Reserva,2014,44,28,Espana,Rioja,2188,Rioja Tinto,40,30
La Rioja Alta,Vina Arana Gran Reserva,2015,44,28,Espana,Rioja,279,Rioja Tinto,40,30
Anayon,Carinena Parcela 15 Vinas Viejas,2017,44,28,Espana,Carinena,549,Tinto,40,30
David Moreno,Vobiscum,2015,44,28,Espana,Rioja,3199,Rioja Tinto,40,30
Vina Pedrosa,La Navilla,2017,44,27,Espana,Ribera del Duero,249,Ribera del Duero Tinto,50,30
Edra,Merlot - Syrah,2016,44,27,Espana,Ribera del Gallego-Cinco Villas,115,Tinto,40,30
Bodega Numanthia,Termanthia,2000,44,27,Espana,Toro,1400,Toro Tinto,50,30
Gutierrez de la Vega,Casta Diva Cosecha Miel Moscatel Dulce,2018,44,27,Espana,Alicante,155,D.O. Alicante,40,40
Marques de Riscal,Baron de Chirel Rioja Reserva,2017,44,27,Espana,Rioja,950,Rioja Tinto,40,30
Valdelosfrailes,Pago de Las Costanas,2005,44,27,Espana,Castilla y Leon,402,Tempranillo,40,20
Remirez de Ganuza,Rioja Blanco,2019,44,27,Espana,Rioja,2645,Rioja Blanco,30,30
Briego,Vendimia Seleccionada,2020,44,27,Espana,Ribera del Duero,79,Ribera del Duero Tinto,50,30
Guillem Carol - Cellers Carol Valles,Cava Gran Reserva Familiar Millenium Brut,2011,44,27,Espana,Cava,2995,Cava,20,30
Barahonda,Zona Zepa Monastrell,2015,44,26,Espana,Yecla,599,Monastrell,50,30
Abadia Retuerta,Petit Verdot,2016,44,26,Espana,Sardon de Duero,1159,Tinto,40,30
Tobia,Alma Tobia Blanco,2016,44,26,Espana,Rioja,330,Rioja Blanco,30,30
Vina Pomal,Reserva,1970,44,25,Espana,Rioja,720,Rioja Tinto,40,30
Particular,Garnacha Vinas Centenarias,2015,44,25,Espana,Carinena,1395,Garnacha,50,30
Bodegas Frontonio,El Jardin de las Iguales Vinedo Historico Garnacha,2016,44,25,Espana,Aragon,19599,Garnacha,50,30
Bodegas Asenjo & Manso,Silvanus Edicion Limitada Ribera del Duero,2015,44,25,Espana,Ribera del Duero,460,Ribera del Duero Tinto,50,30
La Rioja Alta,Vina Ardanza Reserva,2009,43,10273,Espana,Rioja,2438,Rioja Tinto,40,30
La Rioja Alta,Vina Ardanza Reserva,2012,43,9092,Espana,Rioja,200,Rioja Tinto,40,30
Familia Torres,San Valentin Parellada,2019,43,7401,Espana,Cataluna,695,D.O. Catalunya,20,30
Abadia Retuerta,Seleccion Especial,2016,43,7293,Espana,Sardon de Duero,1748,Tinto,40,30
R. Lopez de Heredia,Vina Tondonia Reserva,2008,43,6521,Espana,Rioja,379,Rioja Tinto,40,30
Pintia,Toro,2010,43,6345,Espana,Toro,7975,Toro Tinto,50,30
Abadia Retuerta,Seleccion Especial,2015,43,5152,Espana,Sardon de Duero,2495,Tinto,40,30
La Rioja Alta,Rioja Gran Reserva 904,2004,43,4994,Espana,Rioja,299,Rioja Tinto,40,30
Dominio de Pingus,PSI,2018,43,4767,Espana,Ribera del Duero,2913,Ribera del Duero Tinto,50,30
Dominio de Pingus,PSI,2017,43,4457,Espana,Ribera del Duero,339,Ribera del Duero Tinto,50,30
Muga,Seleccion Especial (Reserva),2015,43,4266,Espana,Rioja,280,Rioja Tinto,40,30
Pago de Carraovejas,Tinto,2012,43,4023,Espana,Ribera del Duero,258,Ribera del Duero Tinto,,
Emilio Moro,Malleolus,2016,43,3997,Espana,Ribera del Duero,3786,Ribera del Duero Tinto,,
Muga,Seleccion Especial (Reserva),2014,43,3829,Espana,Rioja,340,Rioja Tinto,,
Matarromera,Ribera del Duero Reserva,2014,43,3660,Espana,Ribera del Duero,3364,Ribera del Duero Tinto,,
Matarromera,Ribera del Duero Reserva,2015,43,3620,Espana,Ribera del Duero,3635,Ribera del Duero Tinto,,
Muga,Prado Enea Gran Reserva,2006,43,3608,Espana,Rioja,355,Rioja Tinto,,
Bodegas Mauro,Red,2017,43,3587,Espana,Castilla y Leon,6675,Tinto,,
Arzuaga,Ribera del Duero Crianza,2018,43,3524,Espana,Ribera del Duero,1901,Ribera del Duero Tinto,,
Hacienda Monasterio,Cosecha,2014,43,2990,Espana,Ribera del Duero,759,Ribera del Duero Tinto,,
Emilio Moro,Malleolus,2017,43,2936,Espana,Ribera del Duero,3805,Ribera del Duero Tinto,,
Muga,Prado Enea Gran Reserva,2009,43,2923,Espana,Rioja,404,Rioja Tinto,,
Familia Torres,Mas La Plana Cabernet Sauvignon,2013,43,2911,Espana,Penedes,6333,Cabernet Sauvignon,,
Aalto,Tinto,2012,43,2844,Espana,Ribera del Duero,269,Ribera del Duero Tinto,,
Hacienda Monasterio,Cosecha,2015,43,2783,Espana,Ribera del Duero,3495,Ribera del Duero Tinto,,
Pago de Los Capellanes,Crianza Tinto,2018,43,2705,Espana,Ribera del Duero,245,Ribera del Duero Tinto,,
Pintia,Toro,2007,43,2575,Espana,Toro,935,Toro Tinto,,
Bodega Numanthia,Numanthia,2012,43,2453,Espana,Toro,999,Toro Tinto,,
R. Lopez de Heredia,Vina Tondonia Reserva,2009,43,2423,Espana,Rioja,3509,Rioja Tinto,,
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2014,43,2341,Espana,Rioja,368,Rioja Tinto,,
Pago de Los Capellanes,Reserva Tinto,2015,43,2295,Espana,Ribera del Duero,8035,Ribera del Duero Tinto,,
Bodega Numanthia,Numanthia,2014,43,2241,Espana,Toro,460,Toro Tinto,,
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2015,43,2241,Espana,Rioja,5041,Rioja Tinto,,
Pintia,Toro,2009,43,2062,Espana,Toro,1500,Toro Tinto,,
Matsu,El Viejo,2016,43,2013,Espana,Toro,3395,Toro Tinto,,
Pago de Los Capellanes,Reserva Tinto,2014,43,1924,Espana,Ribera del Duero,"4,86377E+14",Ribera del Duero Tinto,,
Tomas Postigo,3er Ano Ribera del Duero Tinto,2016,43,1914,Espana,Ribera del Duero,2729,Ribera del Duero Tinto,50,30
Aalto,Tinto,2016,43,1884,Espana,Ribera del Duero,659,Ribera del Duero Tinto,50,30
Bodegas San Roman,Tinto,2015,43,1846,Espana,Toro,3366,Toro Tinto,50,30
Bodegas San Roman,Tinto,2012,43,1824,Espana,Toro,1900,Toro Tinto,50,30
Familia Torres,Mas La Plana Cabernet Sauvignon,2015,43,1797,Espana,Penedes,550,Cabernet Sauvignon,40,30
Bodegas San Roman,Tinto,2016,43,1749,Espana,Toro,269,Toro Tinto,50,30
Bodega Numanthia,Numanthia,2015,43,1743,Espana,Toro,369,Toro Tinto,50,30
Bodegas Valduero,Ribera del Duero Una Cepa I,2015,43,1645,Espana,Ribera del Duero,2595,Ribera del Duero Tinto,50,30
Pago de Los Capellanes,Reserva Tinto,2016,43,1638,Espana,Ribera del Duero,345,Ribera del Duero Tinto,50,30
Imperial,Rioja Gran Reserva,2012,43,1615,Espana,Rioja,479,Rioja Tinto,40,30
Alto Moncayo,Garnacha,2014,43,1544,Espana,Campo de Borja,3694,Garnacha,50,30
La Rioja Alta,Rioja Gran Reserva 904,1998,43,1528,Espana,Rioja,750,Rioja Tinto,40,30
La Rioja Alta,Vina Arana Gran Reserva,2014,43,1525,Espana,Rioja,249,Rioja Tinto,40,30
Remirez de Ganuza,Rioja Reserva,2006,43,1493,Espana,Rioja,580,Rioja Tinto,40,30
La Rioja Alta,Vina Arana Gran Reserva,2012,43,1471,Espana,Rioja,3255,Rioja Tinto,40,30
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2018,43,1465,Espana,Ribera del Duero,269,Ribera del Duero Tinto,50,30
Gonzalez-Byass,Matusalem Sherry VORS,N.V.,43,1452,Espana,Jerez Oloroso,6334,Jerez,40,30
Marques de Vargas,Reserva Privada Rioja,2014,43,1367,Espana,Rioja,379,Rioja Tinto,40,30
Bodegas Valduero,Ribera del Duero Una Cepa I,2014,43,1362,Espana,Ribera del Duero,4695,Ribera del Duero Tinto,50,30
Bodegas Roda,Roda I Reserva Rioja,2008,43,1330,Espana,Rioja,3922,Rioja Tinto,40,30
Luis Canas,Reserva Seleccion de la Familia,2016,43,1282,Espana,Rioja,185,Rioja Tinto,40,30
Gonzalez-Byass,Apostoles 30 Years Old Sherry,N.V.,43,1247,Espana,Jerez Palo Cortado,740,Jerez,40,30
Vinicola Real,200 Monges Rioja Reserva,2010,43,1230,Espana,Rioja,350,Rioja Tinto,40,30
Tinto Pesquera,Reserva,2016,43,1230,Espana,Ribera del Duero,"2,67598E+14",Ribera del Duero Tinto,50,30
Belondrade,Belondrade y Lurton,2015,43,1230,Espana,Rueda,327,Verdejo,30,30
Ossian,Vinas Viejas Verdejo,2016,43,1181,Espana,Castilla y Leon,490,Verdejo,30,30
Teso La Monja,Victorino,2014,43,1178,Espana,Toro,380,Toro Tinto,50,30
Garmon,Ribera del Duero,2016,43,1119,Espana,Ribera del Duero,3359,Ribera del Duero Tinto,50,30
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2011,43,1118,Espana,Rioja,9495,Rioja Tinto,40,30
Marques de Caceres,Gaudium,2012,43,1116,Espana,Rioja,3691,Rioja Tinto,40,30
Volver,Triga,2014,43,1114,Espana,Alicante,3067,Tinto,40,30
Vinedos de Paganos,El Puntido,2014,43,1067,Espana,Rioja,8615,Rioja Tinto,40,30
Williams & Humbert,Don Guido Pedro Ximenez Solera Especial Aged 20 Years,N.V.,43,1057,Espana,Jerez-Xeres-Sherry,329,Pedro Ximenez,50,10
Luis Canas,Reserva Seleccion de la Familia,2014,43,1022,Espana,Rioja,1707,Rioja Tinto,40,30
Pago de Los Capellanes,Crianza Tinto,2019,43,1011,Espana,Ribera del Duero,1945,Ribera del Duero Tinto,50,30
Marques de Riscal,Rioja Gran Reserva,2013,43,995,Espana,Rioja,399,Rioja Tinto,40,30
Tresmano - Tr3smano,Vendimia,2016,43,930,Espana,Ribera del Duero,2865,Ribera del Duero Tinto,50,30
Vinedos de Paganos,El Puntido,2015,43,929,Espana,Rioja,3382,Rioja Tinto,40,30
Marques de Murrieta,Dalmau Rioja,2012,43,916,Espana,Rioja,6795,Rioja Tinto,40,30
Marques de Murrieta,Dalmau Rioja,2013,43,912,Espana,Rioja,6095,Rioja Tinto,40,30
Marques de Vargas,Gran Reserva Rioja,2011,43,901,Espana,Rioja,3501,Rioja Tinto,40,30
Muga,Torre Muga,2011,43,900,Espana,Rioja,6995,Rioja Tinto,40,30
Ossian,Vinas Viejas Verdejo,2018,43,885,Espana,Castilla y Leon,2818,Verdejo,30,30
Teso La Monja,Victorino,2013,43,878,Espana,Toro,3422,Toro Tinto,50,30
Imperial,Rioja Gran Reserva,2014,43,835,Espana,Rioja,4975,Rioja Tinto,40,30
Ferrer Bobet,Priorat Vinyes Velles,2016,43,828,Espana,Priorato,3395,Priorat Tinto,40,30
La Vicalanda,Reserva,2014,43,818,Espana,Rioja,215,Rioja Tinto,40,30
Alvaro Palacios,Finca Dofi,2012,43,814,Espana,Priorato,800,Priorat Tinto,40,30
Senorio de San Vicente,San Vicente Rioja,2014,43,811,Espana,Rioja,360,Rioja Tinto,40,30
Imperial,Rioja Reserva,2017,43,799,Espana,Rioja,2545,Rioja Tinto,40,30
La Rioja Alta,Vina Ardanza Reserva,2010,43,783,Espana,Rioja,1716,Rioja Tinto,40,30
Pintia,Toro,2004,43,760,Espana,Toro,1169,Toro Tinto,50,30
Vinicola Real,200 Monges Rioja Reserva,2009,43,760,Espana,Rioja,395,Rioja Tinto,40,30
Vinedos de Paganos,El Puntido Gran Reserva,2006,43,754,Espana,Rioja,400,Rioja Tinto,40,30
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2012,43,749,Espana,Rioja,3978,Rioja Tinto,40,30
Anima Negra,An,2017,43,740,Espana,Mallorca,3998,Tinto,40,30
Muga,Torre Muga,2014,43,728,Espana,Rioja,699,Rioja Tinto,40,30
Senorio de San Vicente,San Vicente Rioja,2007,43,724,Espana,Rioja,777,Rioja Tinto,40,30
Clos Mogador,Priorat,2009,43,723,Espana,Priorato,950,Priorat Tinto,40,30
Bodegas Vilano,La Baraja,2016,43,716,Espana,Ribera del Duero,249,Ribera del Duero Tinto,50,30
Bodegas San Roman,Tinto,2018,43,693,Espana,Toro,259,Toro Tinto,50,30
Castillo Perelada,Finca Malaveina,2017,43,687,Espana,Emporda,225,Tinto,40,30
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2014,43,685,Espana,Rioja,500,Rioja Tinto,40,30
Remelluri,Granja Gran Reserva Rioja,2009,43,682,Espana,Rioja,578,Rioja Tinto,40,30
Marques de Riscal,Reserva XR,2016,43,676,Espana,Rioja,2124,Rioja Tinto,40,30
Condado de Haza,Alenza Ribera del Duero Gran Reserva,2006,43,675,Espana,Ribera del Duero,700,Ribera del Duero Tinto,50,30
Enate,Chardonnay Fermentado en Barrica,2019,43,674,Espana,Somontano,1575,Chardonnay,40,30
Ordonez,Vatan Tinta de Toro,2016,43,665,Espana,Toro,260,Toro Tinto,50,30
Lan,A Mano Rioja,2016,43,663,Espana,Rioja,"2,58208E+14",Rioja Tinto,40,30
Marques de Riscal,Baron de Chirel Rioja Reserva,2014,43,661,Espana,Rioja,6295,Rioja Tinto,40,30
Volver,Alicante Bouschet by Tarima,2017,43,658,Espana,Alicante,1715,Tinto,40,30
Arzuaga,Reserva Ribera del Duero,2014,43,641,Espana,Ribera del Duero,339,Ribera del Duero Tinto,50,30
Alvaro Palacios,Finca Dofi,2011,43,613,Espana,Priorato,800,Priorat Tinto,40,30
Alvaro Palacios,Finca Dofi,2013,43,605,Espana,Priorato,800,Priorat Tinto,40,30
Enate,Chardonnay Fermentado en Barrica,2018,43,603,Espana,Somontano,169,Chardonnay,40,30
Garmon,Ribera del Duero,2017,43,598,Espana,Ribera del Duero,4092,Ribera del Duero Tinto,50,30
Clos Mogador,Priorat,2008,43,592,Espana,Priorato,950,Priorat Tinto,40,30
Bodegas Tradicion,Oloroso Tradicion Vors 30 Years,N.V.,43,590,Espana,Jerez Oloroso,589,Jerez,40,30
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2011,43,582,Espana,Rias Baixas,30887605,Albarino,30,30
Carmelo Rodero,Ribera del Duero TSM,2019,43,577,Espana,Ribera del Duero,675,Ribera del Duero Tinto,50,30
Abadia Retuerta,Pago Valdebellon,2015,43,569,Espana,Sardon de Duero,6745,Cabernet Sauvignon,40,30
Figuero,Vinas Viejas,2016,43,567,Espana,Ribera del Duero,165,Ribera del Duero Tinto,50,30
Lan,A Mano Rioja,2012,43,559,Espana,Rioja,3071,Rioja Tinto,40,30
Dominio de Atauta,Dominio de Atauta,2017,43,556,Espana,Ribera del Duero,2525,Ribera del Duero Tinto,50,30
Protos,Gran Reserva,2014,43,553,Espana,Ribera del Duero,4195,Ribera del Duero Tinto,50,30
Dominio de Cair,Tierras de Cair Reserva,2012,43,535,Espana,Ribera del Duero,383,Ribera del Duero Tinto,50,30
Carmelo Rodero,Crianza,2019,43,533,Espana,Ribera del Duero,1995,Ribera del Duero Tinto,50,30
Protos,Seleccion Finca el Grajo Viejo,2014,43,530,Espana,Ribera del Duero,5987,Ribera del Duero Tinto,50,30
Familia Torres,Perpetual,2016,43,530,Espana,Priorato,635,Priorat Tinto,40,30
Clos Erasmus,Laurel,2017,43,527,Espana,Priorato,4688,Priorat Tinto,40,30
Clos Mogador,Priorat,2006,43,527,Espana,Priorato,950,Priorat Tinto,40,30
Alvaro Palacios,Finca Dofi,2017,43,522,Espana,Priorato,999,Priorat Tinto,40,30
Teso La Monja,Victorino,2011,43,517,Espana,Toro,4701,Toro Tinto,50,30
Dominio de Cair,Seleccion La Aguilera,2016,43,511,Espana,Ribera del Duero,159,Ribera del Duero Tinto,50,30
Torre de Ona,Finca Martelo,2015,43,512,Espana,Rioja,2115,Rioja Tinto,40,30
Ferrer Bobet,Priorat Vinyes Velles,2011,43,501,Espana,Priorato,499,Priorat Tinto,40,30
Remirez de Ganuza,Rioja Blanco,2018,43,495,Espana,Rioja,2383,Rioja Blanco,30,30
Lustau,Pedro Ximenez Murillo Seleccion del Centenario,N.V.,43,481,Espana,Jerez-Xeres-Sherry,400,Pedro Ximenez,50,10
Vinedos de Paganos,El Puntido,2016,43,474,Espana,Rioja,330,Rioja Tinto,40,30
Abadia Retuerta,Pago Negralada,2015,43,474,Espana,Sardon de Duero,6782,Tempranillo,40,20
Ramon Bilbao,Mirto,2014,43,473,Espana,Rioja,4834,Rioja Tinto,40,30
Muga,Torre Muga,2005,43,468,Espana,Rioja,999,Rioja Tinto,40,30
Alvaro Palacios,Vi de Vila Gratallops,2017,43,463,Espana,Priorato,549,Priorat Tinto,40,30
Martinet,Clos Martinet,2005,43,461,Espana,Priorato,11605,Priorat Tinto,40,30
Alvaro Palacios,Vi de Vila Gratallops,2016,43,461,Espana,Priorato,4875,Priorat Tinto,40,30
Alion,Ribera del Duero,2000,43,456,Espana,Ribera del Duero,980,Ribera del Duero Tinto,50,30
Bodegas Faustino,I Gran Reserva,1964,43,454,Espana,Rioja,2720,Rioja Tinto,40,30
Contino,Rioja Gran Reserva,2015,43,453,Espana,Rioja,4045,Rioja Tinto,40,30
Bodegas Roda,Roda Reserva Rioja,2004,43,452,Espana,Rioja,8135,Rioja Tinto,40,30
Bodegas Faustino,I Gran Reserva,1970,43,449,Espana,Rioja,20691,Rioja Tinto,40,30
Ossian,Vinas Viejas Verdejo,2017,43,449,Espana,Castilla y Leon,420,Verdejo,30,30
Monte Real,Gran Reserva,1998,43,445,Espana,Rioja,349,Rioja Tinto,40,30
Hacienda Monasterio,Reserva,2013,43,431,Espana,Ribera del Duero,5395,Ribera del Duero Tinto,50,30
Remirez de Ganuza,Rioja Vina Coqueta,2008,43,429,Espana,Rioja,"5,67603E+14",Rioja Tinto,40,30
Protos,Seleccion Finca el Grajo Viejo,2010,43,427,Espana,Ribera del Duero,6274,Ribera del Duero Tinto,50,30
St. Petroni,Vermello Vermu,N.V.,43,424,Espana,Galicia,1089,NO TIENE,20,20
Pintia,Toro,2003,43,422,Espana,Toro,1070,Toro Tinto,50,30
Marques de Murrieta,Capellania Reserva,2016,43,422,Espana,Rioja,3233,Rioja Blanco,30,30
Llanos Negros,Los Tabaqueros,2006,43,419,Espana,La Palma,2195,D.O. La Palma,40,30
Finca Torremilanos,Torre Albeniz Reserva Ribera del Duero,2016,43,419,Espana,Ribera del Duero,2885,Ribera del Duero Tinto,50,30
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1998,43,418,Espana,Rioja,1600,Rioja Tinto,40,30
Aster,Finca El Otero,2016,43,411,Espana,Ribera del Duero,269,Ribera del Duero Tinto,50,30
Comenge,Familia Comenge Reserva,2016,43,410,Espana,Ribera del Duero,213,Ribera del Duero Tinto,50,30
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2013,43,405,Espana,Rioja,420,Rioja Tinto,40,30
Bodegas Valduero,Tierra Alta de 2 Cotas Reserva,2014,43,407,Espana,Ribera del Duero,305,Ribera del Duero Tinto,50,30
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1989,43,404,Espana,Rioja,1600,Rioja Tinto,40,30
Bodegas Aragonesas,Fagus de Coto de Hayas Garnacha,2017,43,398,Espana,Aragon,2102,Garnacha,50,30
Mustiguillo,Finca Terrerazo,2018,43,397,Espana,El Terrerazo,228,Tinto,40,30
Clos Erasmus,Laurel,2018,43,397,Espana,Priorato,3657,Priorat Tinto,40,30
Alvaro Palacios,Finca Dofi,2009,43,384,Espana,Priorato,850,Priorat Tinto,40,30
Avancia,Godello,2019,43,375,Espana,Valdeorras,234,D.O. Valdeorras,30,30
Clos Mogador,Priorat,2005,43,375,Espana,Priorato,1100,Priorat Tinto,40,30
Cepa 21,Malabrigo Ribera del Duero,2015,43,374,Espana,Ribera del Duero,535,Ribera del Duero Tinto,50,30
Vinedos de Paganos,El Puntido,2017,43,371,Espana,Rioja,3595,Rioja Tinto,40,30
Morca,Godina Garnacha,2019,43,370,Espana,Campo de Borja,1625,Garnacha,50,30
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2011,43,370,Espana,Ribera del Duero,498614195,Ribera del Duero Tinto,50,30
Marques de Tomares,Rioja Gran Reserva,2010,43,368,Espana,Rioja,2595,Tinto,40,30
Sierra Cantabria,Coleccion Privada,2017,43,366,Espana,Rioja,"2,90132E+14",Rioja Tinto,40,30
Vall Llach,Porrera Vi de Vila,2012,43,364,Espana,Priorato,405,Priorat Tinto,40,30
Quinta Sardonia,QS,2014,43,358,Espana,Castilla y Leon,3585,Tinto,40,30
Comenge,Don Miguel Comenge Reserva,2011,43,355,Espana,Ribera del Duero,384,Ribera del Duero Tinto,50,30
Abadal,3.9,2017,43,345,Espana,Pla de Bages,2065,Tinto,40,30
Bodega Numanthia,Numanthia,2016,43,345,Espana,Toro,3953,Toro Tinto,50,30
Pago de Vallegarcia,Montes de Toledo Syrah,2018,43,344,Espana,Castilla,2531,Syrah,40,30
